Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
AFRICAN HEALTH SCIENCES,1680-6905,1729-0503,"MAKERERE UNIV, COLL HEALTH SCIENCES,SCH MED","PO BOX 7072, KAMPALA, UGANDA, 00000",English,"Medicine, General & Internal"
AFRICAN INVERTEBRATES,1681-5556,2305-2562,COUNCIL NATAL MUSEUM,"PRIVATE BAG 9070, PIETERMARITZBURG, SOUTH AFRICA, KWAZULU-NATAL, 00000",English,Entomology | Paleontology | Zoology
AFRICAN JOURNAL OF AQUATIC SCIENCE,1608-5914,1727-9364,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Marine & Freshwater Biology
AFRICAN JOURNAL OF MARINE SCIENCE,1814-232X,1814-2338,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Marine & Freshwater Biology
AGEING RESEARCH REVIEWS,1568-1637,1872-9649,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",English,Geriatrics & Gerontology | Cell Biology
AGING CELL,1474-9718,1474-9726,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Geriatrics & Gerontology | Cell Biology
AGING MALE,1368-5538,1473-0790,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Endocrinology & Metabolism | Urology & Nephrology
AGING-US,1945-4589,0002-0966,IMPACT JOURNALS LLC,"6666 E QUAKER ST, STE 1, ORCHARD PARK, USA, NY, 14127",English,Geriatrics & Gerontology | Cell Biology
AGRICULTURAL AND FOREST ENTOMOLOGY,1461-9555,1461-9563,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Entomology
AGRONOMY-BASEL,2073-4395,2073-4395,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",English,Agronomy | Plant Sciences
AIDS,0269-9370,1473-5571,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Infectious Diseases | Virology | Immunology
AIDS PATIENT CARE AND STDS,1087-2914,1557-7449,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,Infectious Diseases
AIDS RESEARCH AND HUMAN RETROVIRUSES,0889-2229,1931-8405,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,Infectious Diseases | Virology | Immunology
AIDS RESEARCH AND THERAPY,1742-6405,1742-6405,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Infectious Diseases
AIDS REVIEWS,1139-6121,1698-6997,PERMANYER PUBL,"MALLORCA, 310, BARCELONA, SPAIN, 08037",English,Infectious Diseases | Immunology
AKTUELLE RHEUMATOLOGIE,0341-051X,1438-9940,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",Multi-Language,Rheumatology
AKTUELLE UROLOGIE,0001-7868,1438-8820,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",Multi-Language,Urology & Nephrology
ALCOHOL,0741-8329,1873-6823,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Pharmacology & Pharmacy | Toxicology | Substance Abuse
ALGAE,1226-2617,2093-0860,KOREAN SOC PHYCOLOGY,"B1F, TRUST TOWER, 275-7 YANGJAE-DONG, SEOCHO-KU, SEOUL, SOUTH KOREA, 137-739",English,Plant Sciences | Marine & Freshwater Biology
ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,2211-9264,2211-9264,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Biotechnology & Applied Microbiology
ALGORITHMS FOR MOLECULAR BIOLOGY,1748-7188,1748-7188,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Biochemical Research Methods | Biotechnology & Applied Microbiology | Mathematical & Computational Biology
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,1365-2036,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Pharmacology & Pharmacy | Gastroenterology & Hepatology
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,0301-0546,1578-1267,CODON PUBLICATIONS,"LEVEL 9, 167 EAGLE ST, BRISBANE, Australia, QLD, 4000",English,Allergy | Immunology
ALLERGOLOGIE,0344-5062,0344-5062,DUSTRI-VERLAG DR KARL FEISTLE,"BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032",German,Allergy
ALLERGOLOGY INTERNATIONAL,1323-8930,1440-1592,JAPANESE SOC ALLERGOLOGY,"MY BLDG 4F, 1-13-3, UENO, TAITO-KU, TOKYO, JAPAN, 110-0005",English,Allergy | Immunology
ALLERGY,0105-4538,1398-9995,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Allergy | Immunology
ALLERGY AND ASTHMA PROCEEDINGS,1088-5412,1539-6304,OCEAN SIDE PUBLICATIONS INC,"95 PITMAN ST, PROVIDENCE, USA, RI, 02906",English,Allergy
ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,1710-1492,1710-1492,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",,Allergy | Immunology
ALLERGY ASTHMA & IMMUNOLOGY RESEARCH,2092-7355,2092-7363,KOREAN ACAD ASTHMA ALLERGY & CLINICAL IMMUNOLOGY,"RM 1705, KUMHO BLDG 327-2, CHANGSINDONG, JONGNO-GU, SOUTH KOREA, SEOUL, 110-540",English,Allergy | Immunology
ALPINE BOTANY,1664-2201,1664-221X,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",English,Plant Sciences
ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,1078-6791,1078-6791,INNOVISION COMMUNICATIONS,"101 COLUMBIA, ALISO VIEJO, USA, CA, 92656",English,Integrative & Complementary Medicine
ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,1868-596X,1868-8551,SPEKTRUM AKADEMISCHER VERLAG-SPRINGER-VERLAG GMBH,"TIERGARTENSTRASSE 17, HEILDEBERG, GERMANY, 69121",English,"Medicine, Research & Experimental"
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0893-0341,0893-0341,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Pathology | Clinical Neurology
ALZHEIMERS & DEMENTIA,1552-5260,1552-5279,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Clinical Neurology
ALZHEIMERS RESEARCH & THERAPY,1758-9193,1758-9193,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Clinical Neurology | Neurosciences
AMB EXPRESS,2191-0855,2191-0855,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Biotechnology & Applied Microbiology
AMERICAN BIOLOGY TEACHER,0002-7685,1938-4211,NATL ASSOC BIOLOGY TEACHERS INC,"12030 SUNRISE VALLEY DR, #110, RESTON, USA, VA, 20191",English,"Biology | Education, Scientific Disciplines"
AMERICAN FAMILY PHYSICIAN,0002-838X,1532-0650,AMER ACAD FAMILY PHYSICIANS,"8880 WARD PARKWAY, KANSAS CITY, USA, MO, 64114-2797",English,"Medicine, General & Internal | Primary Health Care"
AMERICAN FERN JOURNAL,0002-8444,1938-422X,AMER FERN SOC INC,"C/O DR GEORGE YATSKIEVYCH, MEMBERSHIP SECRETARY, MISSOURI BOTANICAL GARDEN, PO BOX 299, ST LOUIS, USA, MO, 63166-0299",English,Plant Sciences
AMERICAN HEART JOURNAL,0002-8703,1097-6744,MOSBY-ELSEVIER,"360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710",English,Cardiac & Cardiovascular System
AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS,1533-3175,1938-2731,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Geriatrics & Gerontology | Clinical Neurology
AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,2692-7691,2692-7691,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",,Evolutionary Biology
AMERICAN JOURNAL OF BOTANY,0002-9122,1537-2197,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Plant Sciences
AMERICAN JOURNAL OF CANCER RESEARCH,2156-6976,2156-6976,E-CENTURY PUBLISHING CORP,"40 WHITE OAKS LN, MADISON, USA, WI, 53711",English,Oncology
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,1879-1913,EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC,"685 ROUTE 202-206 STE 3, BRIDGEWATER, USA, NJ, 08807",English,Cardiac & Cardiovascular System
AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,1175-3277,1179-187X,ADIS INT LTD,"5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627",English,Cardiac & Cardiovascular System | Pharmacology & Pharmacy
AMERICAN JOURNAL OF CHINESE MEDICINE,0192-415X,1793-6853,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",English,"Medicine, General & Internal | Integrative & Complementary Medicine"
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1175-0561,1179-1888,ADIS INT LTD,"5 THE WAREHOUSE WAY, NORTHCOTE, NEW ZEALAND, AUCKLAND, 0627",English,Dermatology
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,0277-3732,1537-453X,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Oncology
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173,1943-7722,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",English,Pathology
AMERICAN JOURNAL OF DERMATOPATHOLOGY,0193-1091,1533-0311,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Dermatology
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,1943-7749,AMER SOC ENOLOGY VITICULTURE,"PO BOX 1855, DAVIS, USA, CA, 95617-1855",English,Horticulture | Biotechnology & Applied Microbiology | Food Science & Technology
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,0195-7910,1533-404X,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,"Pathology | Medicine, Legal"
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,1572-0241,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Gastroenterology & Hepatology
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1079-2082,1535-2900,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",English,Pharmacology & Pharmacy
AMERICAN JOURNAL OF HEMATOLOGY,0361-8609,1096-8652,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Hematology
AMERICAN JOURNAL OF HUMAN BIOLOGY,1042-0533,1520-6300,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Biology
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139",English,Genetics & Heredity
AMERICAN JOURNAL OF HYPERTENSION,0895-7061,1941-7225,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Peripheral Vascular Diseases
AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,1527-3296,MOSBY-ELSEVIER,"360 PARK AVENUE SOUTH, NEW YORK, USA, NY, 10010-1710",English,"Infectious Diseases | Public, Environmental & Occupational Health"
AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,1523-6838,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",English,Urology & Nephrology
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,1936-2692,MANAGED CARE & HEALTHCARE COMMUNICATIONS LLC,"666 PLAINSBORO RD, STE 300, PLAINSBORO, USA, NJ, 08536",English,"Health Care Sciences & Services | Medicine, General & Internal"
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1552-4825,1552-4833,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Genetics & Heredity
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841,1552-485X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Genetics & Heredity | Psychiatry
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,1552-4868,1552-4876,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Genetics & Heredity
AMERICAN JOURNAL OF MEDICINE,0002-9343,1555-7162,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,"Medicine, General & Internal"
AMERICAN JOURNAL OF NEPHROLOGY,0250-8095,1421-9670,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",English,Urology & Nephrology
AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,1936-959X,AMER SOC NEURORADIOLOGY,"PO BOX 3000, DENVILLE, USA, NJ, 07834-9349",English,"Clinical Neurology | Neuroimaging | Radiology, Nuclear Medicine & Medical Imaging"
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,1879-1891,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Ophthalmology
AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Pathology
AMERICAN JOURNAL OF PERINATOLOGY,0735-1631,1098-8785,THIEME MEDICAL PUBL INC,"333 SEVENTH AVE, NEW YORK, USA, NY, 10001",English,Pediatrics | Obstetrics & Gynecology
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459,1553-6467,AMER ASSOC COLL PHARMACY,"1426 PRINCE STREET, ALEXANDRIA, USA, VA, 22314-2815",English,"Pharmacology & Pharmacy | Education, Scientific Disciplines"
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,1522-1563,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Cell Biology
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0193-1849,1522-1555,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Endocrinology & Metabolism
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,1522-1547,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Gastroenterology & Hepatology
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Cardiac & Cardiovascular System | Peripheral Vascular Diseases
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Respiratory System
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,1522-1490,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,1931-857X,1522-1466,AMER PHYSIOLOGICAL SOC,"6120 Executive Blvd, Suite 600, Rockville, United States, MD, 20852",English,Physiology | Urology & Nephrology
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,1873-2607,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,"Medicine, General & Internal | Public, Environmental & Occupational Health"
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1046-7408,1600-0897,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Immunology | Reproductive Biology
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970,AMER THORACIC SOC,"25 BROADWAY, 18 FL, NEW YORK, USA, NY, 10004",English,Respiratory System | Critical Care Medicine
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,1535-4989,AMER THORACIC SOC,"25 BROADWAY, 18 FL, NEW YORK, USA, NY, 10004",English,Cell Biology | Biochemistry & Molecular Biology | Respiratory System
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,1532-0979,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Surgery | Pathology
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,1538-2990,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,"Medicine, General & Internal"
AMERICAN JOURNAL OF THERAPEUTICS,1075-2765,1536-3686,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Pharmacology & Pharmacy
AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH,1943-8141,1943-8141,E-CENTURY PUBLISHING CORP,"40 WHITE OAKS LN, MADISON, USA, WI, 53711",English,"Medicine, Research & Experimental | Oncology"
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,1476-1645,AMER SOC TROP MED & HYGIENE,"8000 WESTPARK DR, STE 130, MCLEAN, USA, VA, 22101",English,"Tropical Medicine | Public, Environmental & Occupational Health"
AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645,1943-5681,AMER VETERINARY MEDICAL ASSOC,"1931 N MEACHAM RD SUITE 100, SCHAUMBURG, USA, IL, 60173-4360",English,Veterinary Sciences
AMERICAN MALACOLOGICAL BULLETIN,0740-2783,2162-2698,"AMER MALACOLOGICAL SOC, INC","DELAWARE MUSEUM NATURAL HISTORY, BOX 3937, WILMINGTON, USA, DE, 19807-0937",English,Marine & Freshwater Biology | Zoology
AMERICAN NATURALIST,0003-0147,1537-5323,UNIV CHICAGO PRESS,"1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",English,Evolutionary Biology | Ecology
AMINO ACIDS,0939-4451,1438-2199,SPRINGER WIEN,"SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",English,Biochemistry & Molecular Biology
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,1350-6129,1744-2818,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,"Medicine, Research & Experimental | Medicine, General & Internal | Biochemistry & Molecular Biology"
AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION,2167-8421,2167-9223,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Clinical Neurology
ANAEROBE,1075-9964,1095-8274,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Microbiology
ANAIS BRASILEIROS DE DERMATOLOGIA,0365-0596,1806-4841,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","Portuguese, English",Dermatology
ANALES DEL JARDIN BOTANICO DE MADRID,0211-1322,1988-3196,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,"VITRUVIO 8, MADRID, SPAIN, 28006","English, Spanish",Plant Sciences
ANALES DE PEDIATRIA,1695-4033,1696-4608,EDICIONES DOYMA S A,"TRAV DE GRACIA 17-21, BARCELONA, SPAIN, 08021",Multi-Language,Pediatrics
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,1618-2642,1618-2650,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,"Chemistry, Analytical | Biochemical Research Methods"
ANALYTICAL AND QUANTITATIVE CYTOPATHOLOGY AND HISTOPATHOLOGY,0884-6812,,SCI PRINTERS & PUBL INC,"PO DRAWER 12425 8342 OLIVE BLVD, ST LOUIS, USA, MO, 63132",English,Cell Biology
ANALYTICAL BIOCHEMISTRY,0003-2697,1096-0309,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",English,"Biochemical Research Methods | Chemistry, Analytical | Biochemistry & Molecular Biology"
ANALYTICAL CELLULAR PATHOLOGY,2210-7177,2210-7185,HINDAWI LTD,"ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF",English,Pathology | Oncology | Cell Biology
ANATOLIAN JOURNAL OF CARDIOLOGY,2149-2263,2149-2271,AVES,"BUYUKDERE CAD 105-9, MECIDIYEKOY, SISLI, TURKEY, ISTANBUL, 34394",English,Cardiac & Cardiovascular System
ANATOMIA HISTOLOGIA EMBRYOLOGIA,0340-2096,1439-0264,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Anatomy & Morphology | Veterinary Sciences
ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1932-8486,1932-8494,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Anatomy & Morphology
ANATOMICAL SCIENCE INTERNATIONAL,1447-6959,1447-073X,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Anatomy & Morphology
ANDROLOGIA,0303-4569,1439-0272,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Multi-Language,Andrology
ANDROLOGY,2047-2919,2047-2927,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Andrology
ANGIOGENESIS,0969-6970,1573-7209,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Peripheral Vascular Diseases
ANGIOLOGY,0003-3197,1940-1574,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Peripheral Vascular Diseases
ANIMAL,1751-7311,1751-732X,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,"Veterinary Sciences | Agriculture, Dairy & Animal Science"
ANIMAL BIOSCIENCE,2765-0189,2765-0235,ASIAN-AUSTRALASIAN ASSOC ANIMAL PRODUCTION SOC,"ROOM 708 SAMMO SPOREX, 1638-32, SEOWON-DONG, GWANAK-GU, SEOUL, SOUTH KOREA, 151-730",,"Agriculture, Dairy & Animal Science"
ANIMAL BIOTECHNOLOGY,1049-5398,1532-2378,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,"Biotechnology & Applied Microbiology | Agriculture, Dairy & Animal Science"
ANIMAL BIOTELEMETRY,2050-3385,2050-3385,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Biodiversity Conservation | Marine & Freshwater Biology | Ecology
ANIMAL CELLS AND SYSTEMS,1976-8354,2151-2485,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Cell Biology | Zoology
ANIMAL FEED SCIENCE AND TECHNOLOGY,0377-8401,1873-2216,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,"Agriculture, Dairy & Animal Science"
ANIMAL FRONTIERS,2160-6056,2160-6064,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",English,"Agriculture, Dairy & Animal Science"
ANIMAL GENETICS,0268-9146,1365-2052,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Genetics & Heredity | Agriculture, Dairy & Animal Science"
ANIMAL HEALTH RESEARCH REVIEWS,1466-2523,1475-2654,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",English,Veterinary Sciences
ANIMAL NUTRITION,2405-6383,2405-6545,KEAI PUBLISHING LTD,"16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, DONGHENG DISTRICT, 100717",English,"Veterinary Sciences | Agriculture, Dairy & Animal Science"
ANIMAL PRODUCTION SCIENCE,1836-0939,1836-5787,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168",English,"Agriculture, Dairy & Animal Science"
ANIMAL REPRODUCTION,1806-9614,1984-3143,BRAZILIAN COLL ANIMAL REPRODUCTION,"ALAMEDA DAS PRINCESAS, 1275-BAIRRO SAO JOSE, BELO HORIZONTE, BRAZIL, MG, 31275-180",English,"Agriculture, Dairy & Animal Science"
ANIMAL REPRODUCTION SCIENCE,0378-4320,1873-2232,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",Dutch,"Veterinary Sciences | Agriculture, Dairy & Animal Science | Reproductive Biology"
ANIMALS,2076-2615,2076-2615,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",English,"Veterinary Sciences | Agriculture, Dairy & Animal Science"
ANIMAL SCIENCE JOURNAL,1344-3941,1740-0929,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Agriculture, Dairy & Animal Science"
ANIMAL SCIENCE PAPERS AND REPORTS,0860-4037,,"POLSKA AKAD NAUK, INST GENETYKI BIOTECHNOLOGII ZWIERZAT","UL POSTEPU 36A, JASTRZEBIEC, MAGDALENKA, Poland, MAZOVIA, 05-552",Multi-Language,"Agriculture, Dairy & Animal Science"
ANIMAL WELFARE,0962-7286,,UNIV FEDERATION ANIMAL WELFARE,"OLD SCHOOL, BREWHOUSE HILL, WHEATHAMPSTEAD, ENGLAND, HERTS, AL4 8AN",English,Veterinary Sciences | Zoology
